nohup: ignoring input
epoch: 0, batch_idx: 10, acc: 3.44 %, loss: 1.568
epoch: 0, batch_idx: 20, acc: 5.23 %, loss: 1.511
epoch: 0, batch_idx: 30, acc: 7.08 %, loss: 1.438
epoch: 0, batch_idx: 40, acc: 10.20 %, loss: 1.365
epoch: 0, batch_idx: 50, acc: 15.84 %, loss: 1.289
epoch: 0, batch_idx: 60, acc: 24.19 %, loss: 1.215
epoch: 0, batch_idx: 70, acc: 32.99 %, loss: 1.134
epoch: 0, batch_idx: 80, acc: 39.98 %, loss: 1.055
epoch: 0, batch_idx: 90, acc: 46.09 %, loss: 0.958
epoch: 0, batch_idx: 100, acc: 50.88 %, loss: 0.876
epoch: 0, batch_idx: 110, acc: 54.86 %, loss: 0.801
epoch: 0, batch_idx: 120, acc: 58.09 %, loss: 0.727
epoch: 0, batch_idx: 130, acc: 60.93 %, loss: 0.647
epoch: 0, batch_idx: 140, acc: 63.29 %, loss: 0.594
epoch: 0, batch_idx: 150, acc: 65.39 %, loss: 0.532
epoch: 0, batch_idx: 160, acc: 67.26 %, loss: 0.467
epoch: 0, batch_idx: 170, acc: 68.81 %, loss: 0.455
epoch: 0, batch_idx: 180, acc: 70.14 %, loss: 0.446
epoch: 0, batch_idx: 190, acc: 71.38 %, loss: 0.395
epoch: 0, batch_idx: 200, acc: 72.53 %, loss: 0.363
epoch: 0, batch_idx: 210, acc: 73.53 %, loss: 0.360
epoch: 0, batch_idx: 220, acc: 74.42 %, loss: 0.350
epoch: 0, batch_idx: 230, acc: 75.26 %, loss: 0.331
epoch: 0, batch_idx: 240, acc: 76.11 %, loss: 0.283
epoch: 0, batch_idx: 250, acc: 76.85 %, loss: 0.293
epoch: 0, batch_idx: 260, acc: 77.58 %, loss: 0.246
epoch: 0, batch_idx: 270, acc: 78.27 %, loss: 0.234
epoch: 0, batch_idx: 280, acc: 78.82 %, loss: 0.290
epoch: 0, batch_idx: 290, acc: 79.39 %, loss: 0.243
epoch: 0, batch_idx: 300, acc: 79.88 %, loss: 0.278
epoch: 0, batch_idx: 310, acc: 80.33 %, loss: 0.281
epoch: 0, batch_idx: 320, acc: 80.75 %, loss: 0.281
epoch: 0, batch_idx: 330, acc: 81.16 %, loss: 0.274
epoch: 0, batch_idx: 340, acc: 81.53 %, loss: 0.279
epoch: 0, batch_idx: 350, acc: 81.88 %, loss: 0.276
epoch: 0, batch_idx: 360, acc: 82.24 %, loss: 0.226
epoch: 0, batch_idx: 370, acc: 82.61 %, loss: 0.215
epoch: 0, batch_idx: 380, acc: 82.93 %, loss: 0.224
epoch: 0, batch_idx: 390, acc: 83.24 %, loss: 0.241
epoch: 0, batch_idx: 400, acc: 83.54 %, loss: 0.225
